         E0,keV         dE,det1         dE,det2         dE,det3         dE,det4              CF          ang_z  
        307.107         10.9199         290.874               0               0                1          8.07882
        120.679         47.5141         43.2485               0               0                1          29.3474
        179.782         22.6653         73.7309               0               0                1          9.79168
        677.853         11.2661         298.504               0               0                1          13.0309
        442.809          8.5693           410.7               0               0                1          24.7891
        275.807         13.8687         220.068               0               0                1          22.4575
        217.098         18.3775         27.2658               0               0                1          10.5308
        306.368         21.5814         13.8265               0               0                1          21.6499
         346.24         14.2083         325.058               0               0                1          19.0239
        274.103         9.62912         257.666               0               0                1           18.338
        218.247         11.3679         60.6162               0               0                1          22.3702
        285.519         13.1946         234.066               0               0                1          9.62476
        187.825         16.7086         137.035               0               0                1           39.519
        290.593         10.5536         273.495               0               0                1          5.53669
        461.301          13.059         444.671               0               0                1          13.2423
        264.811         18.8266         231.834               0               0                1           22.925
         234.99         12.1739         77.1486               0               0                1          11.4136
        225.096         30.5878         186.771               0               0                1          22.3313
        172.237          19.059         55.7708               0               0                1          12.6717
        168.245         18.1958         119.064               0               0                1          13.7604
        468.456            7.93         349.799               0               0                1          9.22211
          314.3         19.7274         149.366               0               0                1          4.91597
        344.066         73.0784         15.0682               0               0                1          18.0697
         160.54         37.2781          55.803               0               0                1          30.4498
        643.401          13.828         627.399               0               0                1           19.471
        275.714         13.5341         238.735               0               0                1          31.9346
        396.401         16.2605         337.767               0               0                1          2.67464
        213.991         37.1551         91.0932               0               0                1          11.8063
         277.41         21.9336         130.092               0               0                1          32.7732
        236.028         16.3307         88.4233               0               0                1          18.3926
        224.859         15.0087         206.774               0               0                1          22.8016
        232.211         14.8315         204.527               0               0                1          5.81957
        166.399         27.9378         131.427               0               0                1          24.3073
         401.26         20.1019         107.622               0               0                1           26.123
        263.935         21.1529         235.186               0               0                1          16.1208
        339.278         11.4793         320.663               0               0                1          18.9648
        241.111         10.7597         189.127               0               0                1          19.4216
         269.33         14.2606         246.692               0               0                1          6.75832
        391.172         14.1903         161.118               0               0                1          20.0975
          721.3         19.3916         68.2882               0               0                1          11.8833
        107.247         48.9977         38.0732               0               0                1          12.8892
         536.12         12.1983         425.917               0               0                1          20.7315
        289.931         25.2625         259.064               0               0                1          10.3672
        406.256         10.3915         270.595               0               0                1          27.1009
         320.76         25.4915         94.4248               0               0                1          21.4087
        416.774         6.46586         395.402               0               0                1          15.5757
        175.037         25.2671         138.808               0               0                1          21.8702
        200.537         19.2376         158.893               0               0                1          12.2657
        314.078         12.9076          297.23               0               0                1          7.64242
        418.685         15.5623         398.995               0               0                1          12.3131
        417.994         6.79129         378.183               0               0                1          29.5984
        170.257         32.3752         15.8635               0               0                1          15.1088
        176.323         16.7393         70.0765               0               0                1          10.6726
        472.943         10.9608         203.834               0               0                1          24.9289
        415.518         21.3417         137.905               0               0                1          16.7469
        400.907         11.6366         275.191               0               0                1          9.61151
        174.993         28.1044         100.901               0               0                1          2.69733
        203.011         28.3014         170.803               0               0                1          22.8146
        146.639         34.3213         102.879               0               0                1          21.7089
        291.972         8.63007         277.793               0               0                1          12.1884
        291.351         17.6645         256.154               0               0                1             23.6
        202.137         53.4975          14.987               0               0                1          22.9523
        1228.72         19.9481         155.994               0               0                1          8.04902
        295.598         32.9525         217.411               0               0                1          24.9107
        480.685         10.1796         216.738          248.99               0                1          11.3591
         629.36         73.8711         272.298               0               0                1          25.7187
        592.149         8.86722         536.943               0               0                1          32.7776
        210.838         21.8231         164.308               0               0                1          18.5781
        171.584         29.8368         79.7252               0               0                1          14.9473
        220.156         25.9074         169.799               0               0                1          17.2503
        470.075         12.2786         377.775               0               0                1          16.5684
        675.833         13.8509         300.134               0               0                1          29.7644
        610.332         9.69488         509.669               0               0                1           20.833
         155.38          43.317         53.9374               0               0                1          29.4654
        177.582         53.6169         97.0073               0               0                1          6.78524
        168.958         15.5811         129.546               0               0                1          25.1786
        136.473          39.384         89.9442               0               0                1          16.7237
        277.329         14.8717         42.4934               0               0                1          13.6114
        341.114         14.0982         126.646               0               0                1          7.67987
        178.344         17.9246         95.3456               0               0                1          5.47038
        467.357         11.2284         428.246               0               0                1          9.45385
         305.91          14.639         227.923               0               0                1          8.53431
        525.345         10.9534         476.489               0               0                1          32.9959
         346.68          14.424         311.908               0               0                1           13.679
        414.079         13.7003         374.742               0               0                1          21.7134
        166.852         68.5376         41.0836               0               0                1          13.8349
        223.611         100.233         106.957               0               0                1          8.78887
         151.23         19.0273         126.569               0               0                1          17.7624
        124.319         32.7998         82.9226               0               0                1          27.1474
        766.568         10.1799         416.991               0               0                1          13.7983
        834.105         10.4601         48.1933         446.868               0                1          16.3512
        191.493         54.6718         109.671               0               0                1          22.6425
         205.99         16.7605         159.003               0               0                1          5.40688
        234.861         14.5254         215.499               0               0                1          23.1686
        267.462         18.5751         243.926               0               0                1          17.7356
         458.16           11.61         14.7112               0               0                1          6.00877
        254.914         13.3199         210.595               0               0                1          7.72415
        176.204         27.2118         114.712               0               0                1          17.5173
        540.538         9.85065         497.386               0               0                1          3.38297
        251.091         15.6239         149.907               0               0                1          67.1071
        556.293         7.23041         546.184               0               0                1          13.6565
        487.496          21.732         216.727               0               0                1             11.3
        409.934         14.8951          228.64               0               0                1          11.3322
        314.454         16.1924         99.8363               0               0                1           25.627
        161.647         21.4999          132.91               0               0                1          13.5946
        755.826         6.87203         299.646               0               0                1          9.84548
         240.13          20.036         206.899               0               0                1          10.3224
        342.808         11.3749         306.075               0               0                1          24.2956
        390.319         12.4518         51.6992               0               0                1          60.8728
        431.854          14.214         402.589               0               0                1          25.6785
         220.25         15.5502         200.127               0               0                1          4.40001
        312.473         14.3939         78.0537               0               0                1          19.9113
          343.3         25.0555          212.97               0               0                1          28.0496
         342.93         11.4769         234.562               0               0                1           31.745
        195.947          21.361         149.693               0               0                1          14.7404
         379.27         16.2304           359.7               0               0                1           14.448
        254.818          16.593         114.792               0               0                1           12.325
        645.862          8.2275         565.428               0               0                1          7.86303
        209.806          15.736          188.36               0               0                1          19.5928
        202.865         19.1126         160.864               0               0                1          8.51976
        131.947         89.8908         6.05906               0               0                1          18.2914
        444.093         13.2407          157.15               0               0                1          11.9962
        370.691          9.1575         282.857               0               0                1          12.2827
