         E0,keV         dE,det1         dE,det2         dE,det3         dE,det4              CF 
        851.005         10.9287         537.799               0               0                1
        177.655         33.6775         125.006               0               0                1
        861.657         25.4227         186.034         647.297               0                1
        112.982               0          48.433               0               0                1
        193.841          63.913         76.5265               0               0                1
        149.079               0         130.966               0               0                1
        141.619         32.5676         106.383               0               0                1
        150.176               0         95.5479               0               0                1
        1512.98         7.96597          161.29         1341.05               0                1
        145.326         56.4294         17.8717               0               0                1
        95.0862               0          9.6878               0               0                1
        153.507               0          75.288               0               0                1
        511.589         11.2556         447.491               0               0                1
         243.02               0         86.8486               0               0                1
        145.448         53.0451         78.2227               0               0                1
        151.515               0         132.161               0               0                1
        174.402         110.358         38.4686               0               0                1
         104.95               0         1.20531               0               0                1
        346.396         43.1065         13.0851               0               0                1
        251.305               0         148.423               0               0                1
        111.875               0         89.7341               0               0                1
        241.388               0         176.225               0               0                1
        266.646         18.7013         242.594               0               0                1
        132.189         101.801         14.5473               0               0                1
        236.464         20.2904          213.68               0               0                1
        1147.07               0         372.776         234.046               0                1
        101.922               0         68.4891               0               0                1
        110.163               0         79.2526               0               0                1
        329.958         11.7355          314.66               0               0                1
        173.226               0         138.425               0               0                1
        349.081               0         334.782               0               0                1
        1468.31         10.4392         274.835         88.3485               0                1
        135.286         64.4505         39.7813               0               0                1
        86.1385               0         26.2331               0               0                1
        1071.94         10.6262         260.364         799.013               0                1
        111.064         63.9788         33.6509               0               0                1
        2235.41               0         206.616         2024.27               0                1
        325.542         136.707         183.939               0               0                1
        1082.59         9.99948         602.396         468.744               0                1
        458.905         10.6122         384.686               0               0                1
        132.819         38.4118         49.7852               0               0                1
        350.257         26.0607         321.254               0               0                1
          423.2               0         408.371               0               0                1
        204.415         49.9423         83.8195               0               0                1
        315.809         12.9608          296.57               0               0                1
        1306.84               0         225.825         336.169               0                1
        264.606               0         57.2089               0               0                1
        637.353         16.2913         254.094               0               0                1
         124.85               0           86.71               0               0                1
        407.324          17.305          240.47               0               0                1
        246.195               0         216.963               0               0                1
        371.853         13.5203         88.8254               0               0                1
         1774.8               0         111.423         1275.74               0                1
        80.7962               0         32.3315               0               0                1
        511.205          13.407         55.8069               0               0                1
        1319.91         14.7137         145.753         78.6679               0                1
         312.68         16.2056         290.129               0               0                1
         426.48         11.5683         411.063               0               0                1
        425.466         10.5809         410.821               0               0                1
        101.329               0          64.384               0               0                1
        165.117               0         144.435               0               0                1
        223.164         31.8677         186.879               0               0                1
        138.035         42.2837         76.2748               0               0                1
        1797.31               0         27.1266         467.273               0                1
        293.013         14.2553         275.487               0               0                1
          113.5               0         83.3934               0               0                1
        1683.51         21.8582         243.736         486.578               0                1
        141.013          26.195         108.865               0               0                1
        89.7726               0         36.5128               0               0                1
        129.082               0        0.456781               0               0                1
        611.021               0         237.925          364.55               0                1
        1879.18         9.53874         210.066         1656.34               0                1
        251.083          16.045          202.93               0               0                1
