         E0,keV         dE,det1         dE,det2         dE,det3         dE,det4              CF          ang_z  
        80.0931         73.8052               0               0               0                1           17.295
        447.109         13.3552               0               0               0                1          13.3032
        89.7081         37.7861               0               0               0                1           20.663
        67.6457         43.4021               0               0               0                1          20.4207
         423.84         34.1596               0               0               0                1           15.714
        126.194          68.575               0               0               0                1          8.02811
        338.712         13.1379               0               0               0                1           14.661
        252.534         19.9814               0               0               0                1           20.004
        224.971         33.6658               0               0               0                1          15.5526
        378.055         85.9923               0               0               0                1          9.43706
        271.494         25.5579               0               0               0                1          24.5769
        254.405         50.4903         36.0696               0               0                1            8.546
         592.92         9.54818               0               0               0                1          11.7964
        223.728          52.318               0               0               0                1          17.7659
         363.43         8.48835               0               0               0                1          13.0308
        85.5223         79.1826               0               0               0                1          29.5022
        170.914         84.5013               0               0               0                1          38.6174
        211.695         13.8774               0               0               0                1          29.2757
        299.817         26.7155               0               0               0                1           14.505
         169.06         25.0705               0               0               0                1           18.961
        105.427         31.5702               0               0               0                1           10.197
        506.456         15.1867               0               0               0                1          26.3475
        69.1368          61.585               0               0               0                1          1.28894
        227.245         46.0028               0               0               0                1          4.17386
        392.985         21.9473               0               0               0                1          6.64862
        275.093         17.5574               0               0               0                1          23.3528
        109.143         56.2608               0               0               0                1          17.8414
        200.255         13.1392         177.373               0               0                1          14.2886
        91.2635         61.5091               0               0               0                1          9.23721
        271.835         19.5992               0               0               0                1          9.84579
        243.854         28.6319               0               0               0                1          3.89949
        419.573         19.1556               0               0               0                1          21.2923
        122.793         112.555               0               0               0                1          12.4469
        112.413         30.2264               0               0               0                1          7.20699
        242.209         36.0485               0               0               0                1          25.6739
        409.223         15.6822               0               0               0                1          12.4354
        70.1535         58.9282               0               0               0                1          10.4701
        362.855         25.3123          315.83               0               0                1          9.79391
        96.3575         86.3857               0               0               0                1          25.1178
        61.0986         46.0082               0               0               0                1          23.7603
        201.273          22.735               0               0               0                1          24.3363
        137.311          128.74               0               0               0                1          15.3388
        183.086         149.039               0               0               0                1           10.697
          188.8         90.6609               0               0               0                1          17.9922
        66.6902         52.2479               0               0               0                1          3.25576
        326.474         9.14824               0               0               0                1          19.6868
        234.844         74.1098               0               0               0                1          51.3093
        2525.08         8.22116               0               0               0                1          8.20113
        339.816         16.5297               0               0               0                1          26.6233
        221.603         14.1437               0               0               0                1          3.00371
        87.7316         67.3948               0               0               0                1          18.2528
        317.017         10.3649         304.636               0               0                1          14.1369
        409.627          103.04               0               0               0                1          16.7138
        266.041         19.7868               0               0               0                1          9.26846
        224.716         12.5271         101.642               0               0                1          6.31143
        71.4166          59.687               0               0               0                1          52.7488
        90.4948         57.8198               0               0               0                1             8.73
         114.32         109.525               0               0               0                1          19.8604
        68.1867         57.7131               0               0               0                1           31.013
        282.095          21.032               0               0               0                1          20.0912
        97.5624         50.7833               0               0               0                1          38.8382
        575.804         6.90001               0               0               0                1          18.8154
         203.14         35.7095               0               0               0                1          11.6981
        91.0145         78.7672               0               0               0                1           7.1384
         282.37         29.3153               0               0               0                1          32.2519
        710.939         16.8998               0               0               0                1          25.8868
        96.5191         91.0666               0               0               0                1          29.3461
        336.746         12.6587               0               0               0                1          12.5258
        193.998         39.6237               0               0               0                1          19.6676
        143.857         66.1091               0               0               0                1          36.6825
        156.925         30.7078               0               0               0                1          41.9102
        385.451          99.316               0               0               0                1          23.5248
        181.535         60.1408               0               0               0                1            24.88
        325.952         136.338               0               0               0                1          14.8626
        149.575         19.8467               0               0               0                1          41.5382
        349.247         10.4623               0               0               0                1           2.0907
        441.523         15.3653               0               0               0                1          22.2886
        397.291         47.1688               0               0               0                1          23.1906
        276.031         85.2659               0               0               0                1          17.0346
        101.892          97.465               0               0               0                1          11.9303
        90.3109         78.5259               0               0               0                1          26.8709
        243.068         9.58521               0               0               0                1          20.5382
        88.7699         82.4298               0               0               0                1          18.1099
        200.296         49.0287               0               0               0                1          19.1643
        203.743         28.4376               0               0               0                1          23.2419
        253.542          43.661               0               0               0                1          11.7691
        524.589         23.0974               0               0               0                1          9.93269
        198.374         36.9813               0               0               0                1          31.4133
        164.805         17.3178               0               0               0                1          6.38148
        195.789         17.6357               0               0               0                1          24.5926
        357.134          25.622               0               0               0                1          9.04657
        325.596         9.64823               0               0               0                1          19.6915
        143.519         27.7638               0               0               0                1          26.3258
        379.454         102.391               0               0               0                1          23.8604
        530.598         10.1721               0               0               0                1           4.5907
        268.868         17.2858               0               0               0                1           33.032
        70.1643         59.9273               0               0               0                1          5.77841
        247.574         17.2308               0               0               0                1          20.5357
        194.142         30.3618               0               0               0                1          13.0696
         552.49         16.8817               0               0               0                1          20.9584
         159.07         84.9119               0               0               0                1          19.1015
        107.434         100.841               0               0               0                1          20.2943
        426.876         10.9127               0               0               0                1          15.0988
        112.573         105.335               0               0               0                1          10.5484
        301.967         34.3345               0               0               0                1          20.6777
        99.1273           92.51               0               0               0                1           12.052
        131.488         58.7445               0               0               0                1          18.9341
        589.163          7.5753               0               0               0                1          10.2028
        283.046         14.1816         228.689               0               0                1           17.313
        228.217         8.81059               0               0               0                1          20.7266
        131.232         30.9279               0               0               0                1          25.8412
        140.761         26.1169               0               0               0                1           17.414
         317.49         13.3172               0               0               0                1           26.066
        216.263         22.2476               0               0               0                1          2.21327
        92.5896         62.8959               0               0               0                1          12.8338
        135.401         27.7291               0               0               0                1          16.4159
        254.231          15.921         65.3681               0               0                1          17.3622
        205.928         108.073               0               0               0                1          24.7142
        171.001         31.3684               0               0               0                1          5.82393
        237.725         14.6591         221.027               0               0                1          21.7644
        198.096          72.496               0               0               0                1           16.098
        376.649         75.3247               0               0               0                1          40.4161
        560.378         9.34499               0               0               0                1          9.40567
        573.771         13.1417               0               0               0                1           6.3705
        516.468         14.5252               0               0               0                1          22.0197
        65.7773         44.6068               0               0               0                1           26.521
        266.657         25.3328               0               0               0                1          41.6737
        240.041          21.665               0               0               0                1          21.0575
        64.0004          11.674               0               0               0                1          26.9457
        201.079          14.414               0               0               0                1          15.0446
        175.499          124.39               0               0               0                1          19.0812
        177.296         44.1988               0               0               0                1          9.62955
        492.569         11.4163         384.733               0               0                1          23.0306
         101.43         22.8033               0               0               0                1          19.3617
        163.819         24.5024               0               0               0                1          24.3132
        60.5784         53.3724               0               0               0                1          20.3793
        197.725         31.7169               0               0               0                1          15.1546
        125.292         115.178               0               0               0                1           9.2393
        291.241         116.133               0               0               0                1          32.2852
        438.196         18.9488               0               0               0                1          15.3834
        348.501               0               0         136.114               0                1           12.204
        329.893          18.639               0               0               0                1          25.2947
         172.28         56.1051               0               0               0                1           16.328
        191.446         99.2977               0               0               0                1           6.9629
        135.491         97.4546               0               0               0                1          14.2601
        201.097         17.6944               0               0               0                1            13.29
        529.749         48.2802         184.003               0               0                1          13.0072
        207.355          26.844         70.0452               0               0                1          12.6492
        338.352         45.8291               0               0               0                1          17.3051
        119.473         45.6784               0               0               0                1          13.8304
        178.166         22.0018               0               0               0                1           14.568
        145.461         25.7228               0               0               0                1          7.25267
        156.074         58.0818               0               0               0                1          5.52653
         228.16          14.131         207.742               0               0                1          1.93082
        244.918         20.7257               0               0               0                1          12.4561
        118.475         54.6787               0               0               0                1          12.0815
        151.313         25.8332               0               0               0                1          25.6101
        62.9039         45.8313               0               0               0                1           18.582
        129.477         29.8258               0               0               0                1          15.8447
        161.921         57.2457               0               0               0                1          46.9763
        105.618         13.3737               0               0               0                1          2.25401
        131.665         45.8725               0               0               0                1          10.3397
        273.727         22.6052               0               0               0                1          25.4881
        242.851          15.321               0               0               0                1          10.0947
        62.6146         51.3122               0               0               0                1          24.4721
        417.645         24.0837               0               0               0                1          2.62439
        103.991         96.9681               0               0               0                1          29.1078
        270.747         15.6955               0               0               0                1          6.48009
        84.4083         70.1998               0               0               0                1          12.7807
        329.134         8.48125               0               0               0                1          1.45353
        190.386         33.2032               0               0               0                1          8.06253
        138.333         85.7755               0               0               0                1          15.2461
        61.6748          10.996               0               0               0                1          35.0265
        110.653          64.164               0               0               0                1          20.2517
        121.596         38.9633               0               0               0                1          12.6836
         179.56         3.01426               0               0               0                1          20.6257
        140.464         110.389               0               0               0                1          43.4581
        192.713         38.5527               0               0               0                1          16.8649
        228.059         54.2051          117.75               0               0                1          8.04475
        2689.49               0               0         157.107               0                0          85.2399
        229.355         14.8789               0               0               0                1          26.1104
        291.664         14.6935               0               0               0                1          15.7599
        375.008         17.0816               0               0               0                1          28.2559
         204.44         23.8423               0               0               0                1          19.8212
        432.327         61.8232               0               0               0                1          31.8569
         382.66          17.334               0               0               0                1          24.4488
        166.897         25.6775               0               0               0                1          46.5264
        104.466         91.6235               0               0               0                1          11.5714
        133.119         67.8195               0               0               0                1          22.2016
         121.95         23.6647               0               0               0                1          29.7946
        401.539         18.5511               0               0               0                1          20.0197
        309.348         12.9887               0               0               0                1          18.4779
        109.766         22.1722               0               0               0                1          16.1967
        208.959         33.2646               0               0               0                1          18.7527
        195.694          20.233               0               0               0                1          28.7183
        138.661         132.395               0               0               0                1          8.97831
        128.794         40.9921               0               0               0                1          17.0605
        215.576         34.6093               0               0               0                1          23.1396
         101.78         92.6864               0               0               0                1          24.9199
        107.422         82.3503               0               0               0                1          17.5678
        67.7339         43.1887               0               0               0                1          13.8126
        215.394         55.7549               0               0               0                1          10.1284
         731.03         11.8918         133.225               0               0                1          8.11546
        229.033         24.5662               0               0               0                1          33.1948
        82.2696         76.2755               0               0               0                1           11.624
        262.944         24.8019               0               0               0                1          24.5746
        243.223          25.551               0               0               0                1          4.74447
        308.081         18.6431               0               0               0                1           20.297
        119.199         27.5832               0               0               0                1          17.0513
        99.2549         88.2199               0               0               0                1          10.3495
        88.1689         80.8006               0               0               0                1          11.5548
        142.058         39.6461               0               0               0                1          17.1733
        110.821         97.0925               0               0               0                1          26.0845
        165.005         108.265               0               0               0                1          32.7237
        211.703         28.9235               0               0               0                1          23.6577
        120.365         113.793               0               0               0                1          5.00445
        254.037         32.7704               0               0               0                1          25.5626
        78.1404         66.4976               0               0               0                1          15.6337
        137.783         79.3767               0               0               0                1          35.0397
        171.322         86.9106               0               0               0                1          3.18756
        218.915         19.7109         166.428               0               0                1          25.9855
        94.3711         57.2677               0               0               0                1          21.0671
          308.4         19.5516               0               0               0                1          7.89593
        159.274         28.9086               0               0               0                1          14.2894
        113.434         105.409               0               0               0                1          11.7859
        170.267         34.6803               0               0               0                1           6.4286
        766.013            10.3               0               0               0                1          30.4313
        153.679         16.2555               0               0               0                1          15.0838
        211.172         207.841               0               0               0                1          19.1252
         345.28         13.8052               0               0               0                1          27.1941
        579.545         6.79452               0               0               0                1          15.1047
        175.694         15.5125               0               0               0                1          9.29972
        1553.96               0               0         120.503               0                0          36.7202
        69.6447         5.05658               0               0               0                1          30.3585
        160.317         30.1489               0               0               0                1          23.3246
        3019.85         11.2778               0               0               0                1          12.2855
        205.031         99.6496               0               0               0                1          37.7097
        107.331         88.6552               0               0               0                1          30.8224
        117.406         112.076               0               0               0                1           33.187
        93.9597         83.7705               0               0               0                1          18.2333
        134.072         29.6292         94.8798               0               0                1          21.5128
         385.25         34.7456               0               0               0                1          13.2618
        96.2904         90.9823               0               0               0                1          16.7035
        217.265         15.7518               0               0               0                1          2.36092
        209.702         47.1681               0               0               0                1          9.16002
        205.034         41.8426               0               0               0                1          5.95874
        105.309         94.1369               0               0               0                1          34.4425
        441.888          11.991               0               0               0                1          22.8321
        88.9321         64.7458               0               0               0                1          17.0768
        203.372          37.475               0               0               0                1          14.6196
        136.024         96.3642               0               0               0                1           32.277
        317.645         15.2766               0               0               0                1          10.1878
        263.623         12.6395               0               0               0                1          7.27845
        243.147         53.9431               0               0               0                1          18.6698
        219.644         12.4407               0               0               0                1          46.7478
        112.749         104.618               0               0               0                1          20.5501
        288.558         30.9858               0               0               0                1          18.1477
         257.37         17.0305               0               0               0                1          11.5948
        1075.17         108.234               0               0               0                1           40.816
        207.501          34.574               0               0               0                1          19.3604
        547.001          10.348         203.595               0               0                1          22.2518
         178.93         52.7223               0               0               0                1          29.6917
        96.2183         90.9209               0               0               0                1          24.1551
        146.713         24.2422               0               0               0                1           28.528
         234.62         11.1882               0               0               0                1          22.3924
        424.971         10.8415         399.751               0               0                1          19.8247
        87.3546          61.312               0               0               0                1          20.4242
         75.783         67.3135               0               0               0                1          10.1186
        261.935         105.539               0               0               0                1          18.1808
        283.846         65.8755               0               0               0                1          15.4576
        71.1501         55.7815               0               0               0                1          12.9453
        244.033         125.442               0               0               0                1          48.1859
        74.0121         46.0626               0               0               0                1          20.8922
        216.318         19.7882         86.8825               0               0                1          11.0849
        327.894         11.1919               0               0               0                1          7.13996
         950.19         10.5642         225.267         654.141               0                1          12.8124
        243.977         24.1596               0               0               0                1           16.764
        363.474         18.6497         310.877               0               0                1           11.203
        250.787         13.2991         223.955               0               0                1          14.0772
        287.138         106.485               0               0               0                1          34.3294
        80.7088         72.4183               0               0               0                1          15.8253
        129.715         87.6991               0               0               0                1          8.91483
        354.409         14.1775               0               0               0                1          17.1135
        285.172         30.1524               0               0               0                1          9.31635
        83.6058          72.768               0               0               0                1          31.1932
         419.91         9.98423         404.655               0               0                1           8.4406
        442.151         52.7119               0               0               0                1          8.97154
        428.396         7.40885         139.288               0               0                1          26.6076
         140.09         135.615               0               0               0                1          8.24107
        188.501         43.6846               0               0               0                1          34.8999
        164.601         108.389               0               0               0                1          2.92934
        144.325         47.4285               0               0               0                1          12.7347
        214.394         24.1753               0               0               0                1           17.367
        81.5485         73.7998               0               0               0                1          16.4808
        133.567         113.362               0               0               0                1          53.4312
        510.595         12.1456               0               0               0                1          12.5588
        338.784         12.8678         262.754               0               0                1          28.9463
        1438.86         10.1531               0               0               0                1          16.3354
        230.182         15.4379               0               0               0                1          6.88536
        193.785         20.3681               0               0               0                1          27.1715
        173.108         32.9762               0               0               0                1           12.513
        140.592         123.183               0               0               0                1          33.0368
        149.733         41.9281               0               0               0                1          28.1711
        184.424         24.8681               0               0               0                1         0.811597
        115.923         59.2115               0               0               0                1          18.1114
        188.219         104.044               0               0               0                1          51.5235
        314.898         18.0597               0               0               0                1          23.6627
         417.91         50.0217               0               0               0                1          12.6365
        179.058         47.8566         112.428               0               0                1          7.70581
        165.862         26.8817               0               0               0                1          10.5927
        110.227         31.3813               0               0               0                1          16.4288
         204.81         8.64348               0               0               0                1          11.2397
        89.6599         73.8843               0               0               0                1          18.4139
        181.855          16.648               0               0               0                1          15.2729
        207.028         67.3333               0               0               0                1          27.6516
        99.7115         90.1696               0               0               0                1          15.6948
         437.83         18.6124               0               0               0                1          25.0358
        282.242          29.707               0               0               0                1          3.09357
        169.353         20.3935               0               0               0                1          13.7873
        142.655         58.4985               0               0               0                1          27.4779
        110.609         97.9136               0               0               0                1          22.6874
        88.6178         76.6922               0               0               0                1          16.2627
        140.572         47.7746               0               0               0                1          13.0735
        245.378         39.4295               0               0               0                1          8.04858
        249.576         32.6113               0               0               0                1          12.5833
        242.809         15.4584               0               0               0                1          17.3348
        233.062         18.1532               0               0               0                1          17.8477
        367.488          23.989               0               0               0                1           17.097
        336.746         35.4373               0               0               0                1          18.9544
        374.698         77.4452               0               0               0                1          42.6646
        248.234         29.0432               0               0               0                1          13.9718
        218.222         32.5946               0               0               0                1          8.96447
        211.732         22.3876               0               0               0                1          8.43844
        112.131         34.5569               0               0               0                1          19.2056
        119.767         68.2693               0               0               0                1          14.4218
        102.312         89.8017               0               0               0                1           4.8759
        474.512         11.7447               0               0               0                1          11.2586
        502.154          13.361               0               0               0                1           11.003
        150.121         46.6593               0               0               0                1          14.3531
        98.4897         61.9891               0               0               0                1          18.4018
        358.972         18.5578               0               0               0                1          13.6043
        89.6412         20.5569               0               0               0                1           26.323
        114.976         108.638               0               0               0                1          18.2051
        184.838         17.2116         77.7727               0               0                1           8.7408
        114.814         24.3461               0               0               0                1          17.2558
        165.993         159.671               0               0               0                1          18.2363
        543.359         20.3836               0               0               0                1          19.7094
         163.05         29.1474               0               0               0                1          24.9114
        164.227         12.9596               0               0               0                1          11.9391
        209.926         30.3177               0               0               0                1           30.115
        167.697          34.848               0               0               0                1          6.74475
        126.284         20.3166               0               0               0                1          13.5062
