         E0,keV         dE,det1         dE,det2         dE,det3         dE,det4              CF          ang_z  
        204.507         35.7752               0               0               0                1          28.0861
        291.514          16.968               0               0               0                1          29.5792
        149.778         20.2036               0               0               0                1          8.20484
        151.799         43.5053               0               0               0                1          7.26787
        181.469         98.5338               0               0               0                1          12.7485
        290.121         52.0196               0               0               0                1          16.6937
        173.682         153.841               0               0               0                1           25.499
        187.664         41.4203               0               0               0                1          21.1915
        162.185         21.7002               0               0               0                1          12.9712
        157.834          42.712               0               0               0                1          11.0042
        803.576         13.2525               0               0               0                1          31.6026
        983.027         23.7377               0               0               0                1          33.4114
        165.884         16.4906               0               0               0                1          14.7318
        146.048         56.7465               0               0               0                1          16.1527
        164.287         75.6791               0               0               0                1          14.8719
        355.774         14.4593               0               0               0                1          25.2506
        1470.83         10.4238               0               0               0                1          12.1377
        138.021         42.0345               0               0               0                1          19.0965
        250.678         12.4598               0               0               0                1          4.00458
        153.574         28.5675               0               0               0                1          11.9801
        184.861         34.2557               0               0               0                1          23.4253
        548.456         16.4343               0               0               0                1          15.4292
        138.405         134.811               0               0               0                1          22.3328
        314.735         7.14238               0               0               0                1          12.4165
        406.001         10.7624               0               0               0                1          15.8705
        480.777         8.87389               0               0               0                1          21.6207
        74.0437         20.9313               0               0               0                1            12.78
         154.82         82.5107               0               0               0                1          29.5232
         160.01         52.9944         90.5756               0               0                1          9.40329
        192.026         29.6207               0               0               0                1          3.99335
        381.671         19.5948               0               0               0                1          25.8828
         521.51         13.5656               0               0               0                1          25.1359
        410.844         9.69221               0               0               0                1          27.8814
        361.199         14.1062               0               0               0                1           9.5316
        350.302          12.071               0               0               0                1          19.3149
        237.813          22.994               0               0               0                1          20.4173
        2449.84          12.823               0               0               0                1           7.9071
         72.783         64.8176               0               0               0                1          2.49962
        217.904         18.1884               0               0               0                1          13.4088
        178.238         23.6253               0               0               0                1          19.8552
        1209.85         13.0428               0               0               0                1          28.7387
        196.375           25.03               0               0               0                1          38.2609
        126.104         91.1876               0               0               0                1          18.4981
        523.907         60.3653               0               0               0                1          13.9037
        175.873         29.0621               0               0               0                1          32.8859
        177.535         43.0396               0               0               0                1          45.0524
        113.834         68.4807               0               0               0                1          27.0567
        474.776         43.8464               0               0               0                1          16.2848
        70.4939         55.5465               0               0               0                1          20.0875
        199.342          195.42               0               0               0                1          24.8303
        275.143          23.316         101.878               0               0                1          15.6569
        553.054         12.9405               0               0               0                1          6.93873
        304.496         11.4205               0               0               0                1          11.7618
         155.49         17.9695               0               0               0                1          23.9781
        84.9405         66.3813               0               0               0                1          26.9411
        127.761         56.7147               0               0               0                1          10.5733
        187.547         29.8625               0               0               0                1          19.2401
        1241.11         16.7442               0               0               0                1           22.433
        522.162         40.8334               0               0               0                1          3.58712
        537.529         109.009               0               0               0                1          25.4468
        184.904         43.1567               0               0               0                1          18.5379
        522.297         9.25778               0               0               0                1          10.5933
        117.978         76.7065               0               0               0                1          45.3709
        352.016         18.2279         214.718               0               0                1          10.2522
         69.646         26.6978               0               0               0                1          22.4155
        271.908         13.0881               0               0               0                1          4.39311
        115.325         81.2881               0               0               0                1          41.9598
        277.727         16.6172               0               0               0                1          7.82749
        455.371         16.7212               0               0               0                1          17.6654
        98.7782         86.6672               0               0               0                1          29.9489
        80.4405         50.2942               0               0               0                1          18.3621
        73.0713         65.7692               0               0               0                1          13.4798
        363.686         23.1263               0               0               0                1          9.52533
        131.041         127.476               0               0               0                1          7.87671
        108.332         86.9405               0               0               0                1          21.9018
        148.738         141.166               0               0               0                1          22.6866
        72.5023         60.7938               0               0               0                1          15.8206
        85.5562         76.9399               0               0               0                1          26.1492
        148.017          49.742               0               0               0                1          16.8835
