         E0,keV         dE,det1         dE,det2         dE,det3         dE,det4              CF          ang_z  
        272.394         18.0586         194.095               0               0                1          32.8952
        710.856         7.68823         227.612               0               0                1          10.1223
        215.137         19.9871         153.697               0               0                1          19.7902
         832.31          10.454         357.395         404.052               0                1          20.5919
         221.23         17.5378         194.789               0               0                1          22.1326
        335.957         11.9121         229.863               0               0                1          19.4769
        116.745         24.8102         51.3473               0               0                1          15.3724
        274.036         9.78011         242.867               0               0                1          21.1191
        100.651         36.9644         48.6083               0               0                1          28.1419
        252.241         35.6925         199.291               0               0                1          5.43002
        156.307          17.358         119.924               0               0                1          25.3852
        132.991         56.9574         35.0557               0               0                1          15.1793
        211.901         13.9648         107.495               0               0                1          26.9433
        497.669         10.0917         163.911               0               0                1          21.3867
        103.812         38.8299         19.7748               0               0                1          19.1306
        393.291         10.6193         325.959               0               0                1          3.72205
        147.099         37.1034         100.281               0               0                1          24.3198
        406.344          11.514         361.362               0               0                1          11.3301
        289.687         11.1261         270.666               0               0                1          18.9367
        227.367         14.2467          196.13               0               0                1          17.1836
        304.034         18.1646         281.939               0               0                1          7.38535
        220.153         19.4013         185.289               0               0                1          15.1661
        192.876         16.4851         172.832               0               0                1           26.071
        524.475         14.2633         432.326               0               0                1          5.39297
         176.92         20.9854         144.858               0               0                1          15.9274
        176.189         15.1864         151.782               0               0                1          21.0385
        435.591         16.1087         45.9125               0               0                1          9.68856
        146.073          20.356          111.91               0               0                1          13.5117
        240.657         14.6914         151.817               0               0                1          48.9132
        481.907         10.2198          419.22               0               0                1          21.8186
        191.358         14.5754         167.297               0               0                1          20.3133
        206.187         107.702         89.8351               0               0                1          24.5562
        258.318          13.713         214.152               0               0                1          21.1682
        195.116         19.7176          64.119               0               0                1          38.3023
        423.762         11.3437          384.22               0               0                1          24.1461
        174.032         17.3408         41.1722               0               0                1          14.6506
        669.338               0         357.658               0               0                1          7.94818
        628.934         9.29868         179.188          438.42               0                1           10.916
        198.281         119.999         71.7664               0               0                1          21.3627
        156.268         16.4386         131.172               0               0                1          22.0057
        276.648           7.427          262.02               0               0                1          28.1233
        168.321         27.2475         117.132               0               0                1          1.86511
        346.259         20.6059         147.212               0               0                1          15.5378
        1230.93         8.36527         194.497         312.183               0                1          10.9436
        213.798         26.2958         102.278               0               0                1          18.5446
        120.434         22.6843         88.3386               0               0                1          27.4742
         323.77         16.1774         202.074               0               0                1          15.2279
        248.589         11.6051         233.641               0               0                1          15.5499
        833.704         4.22096         377.294               0               0                1          12.0602
        179.063          35.149         108.347               0               0                1          21.7059
        175.227         27.9837         120.628               0               0                1          20.9511
        2406.62         6.08957         84.1955               0               0                1          18.4671
        326.091         45.5198         236.415               0               0                1          2.10479
        244.674         15.0765         218.097               0               0                1          14.7278
          433.2         12.7049         364.279               0               0                1          37.4628
        147.216         26.7811         60.0589               0               0                1          39.7562
        308.535         11.9245         292.619               0               0                1          13.3644
        244.218         16.6152         195.633               0               0                1          26.4389
         131.32         31.4891         87.3683               0               0                1          20.4802
        170.605         60.2478         25.3753               0               0                1          17.7495
          268.3         17.9074         194.101               0               0                1          30.2597
        491.138         13.9459         444.158               0               0                1          9.31328
        294.642         9.08466         52.0272               0               0                1          10.2705
        139.673         22.1243         23.9866               0               0                1          18.5619
        327.812         10.5483         26.2282               0               0                1          17.7566
        284.764         18.6023         260.606               0               0                1          12.5568
        197.732         27.1892         151.269               0               0                1          7.35048
        137.795         27.0748         99.5504               0               0                1          16.0287
        334.611         16.2053         300.278               0               0                1          18.4814
        429.013         8.99921         254.299               0               0                1          6.10027
         224.69         15.5981         184.039               0               0                1          18.6731
        280.441         10.9707         222.681               0               0                1          21.7684
        164.124         22.5038         122.165               0               0                1          21.3856
        156.729         19.5397         2.86054               0               0                1          9.36759
        385.765         11.9519         369.182               0               0                1          9.55857
        484.927         8.44156         409.647               0               0                1          17.1059
        274.742         27.7759          203.53               0               0                1          17.8319
        202.557         13.0197         153.836               0               0                1          9.37926
        278.353         14.3005         81.4795               0               0                1          17.6029
        346.672         9.17761         334.514               0               0                1          5.79376
         336.88         16.8933         111.506               0               0                1          14.8831
        174.876         27.9034         134.278               0               0                1          6.36998
        274.806         17.7104         68.9065               0               0                1           25.616
        147.207          35.519         100.401               0               0                1          11.1863
        190.819         26.2186         77.2476               0               0                1          18.6459
        450.556         13.4506         432.766               0               0                1          5.95654
        174.768          18.719         150.137               0               0                1          14.8126
        459.287         12.0277         364.449               0               0                1          15.7872
        239.558               0           140.1               0               0                1          8.83561
         272.41         11.3787         243.152               0               0                1          10.0366
        385.558          13.365         370.132               0               0                1            12.13
        462.221         8.27585         295.338               0               0                1          11.3035
        194.864         26.2704         106.842               0               0                1          19.2733
        149.603         21.7476         102.439               0               0                1          24.8416
        185.826         19.0001         151.919               0               0                1          10.6103
        889.037         7.52885         719.369               0               0                1          22.1312
        168.273         13.3187         134.706               0               0                1          20.6833
        737.312               0         26.4883         98.4242               0                0          115.928
        245.963         11.5718         216.334               0               0                1          23.0575
        172.257         19.7908         70.6072               0               0                1          17.7905
         281.93         13.9797         110.526               0               0                1          41.4068
        186.839         20.8241         159.333               0               0                1          5.47186
        445.643         19.7052         420.474               0               0                1          9.55087
        365.071         12.3075         348.174               0               0                1          12.4372
        529.411         13.9907         213.849               0               0                1          52.3058
        300.497         16.6174         261.417               0               0                1          13.9876
        193.937         32.1516         142.869               0               0                1          20.1102
        216.483         28.3536         164.571               0               0                1          15.8863
        364.797          20.359         340.631               0               0                1          17.8337
        808.967         11.7337         718.029               0               0                1          10.1615
        382.167         10.8163         109.438               0               0                1          14.7137
        419.697         21.6141         224.361               0               0                1          31.8372
        594.701         19.2198         440.324               0               0                1          12.3982
         145.53         19.0942         119.673               0               0                1          19.5068
        300.201         44.3793         211.155               0               0                1          17.4953
        148.373         33.6267         92.8133               0               0                1           17.781
        337.878         11.1151         126.617               0               0                1          5.72506
         306.74         39.3172         112.662               0               0                1          19.1776
        200.922         15.2556         181.089               0               0                1          20.3499
        504.637         10.8317         278.324               0               0                1          24.8896
        238.013         12.7421         221.511               0               0                1          16.2127
        220.081         15.3511         200.372               0               0                1          4.52841
        239.486         30.4627         163.171               0               0                1          27.0615
        166.116          24.189         135.607               0               0                1          27.7633
        436.116         11.1492         232.942               0               0                1          14.6577
        366.008         7.88738         346.685               0               0                1          19.6763
         321.51         18.8867         238.779               0               0                1          17.2725
        276.781         21.5508         87.8006               0               0                1          13.0156
        331.946         11.2193         307.297               0               0                1          17.2184
        314.341         15.6308         295.618               0               0                1          20.1533
        429.865         14.4627         413.198               0               0                1          15.1279
        818.015         6.80822         158.663          648.16               0                1          8.80696
        534.914         11.1518         386.713               0               0                1          1.18966
