         E0,keV         dE,det1         dE,det2         dE,det3         dE,det4              CF          ang_z  
        1950.42         10.0491               0         1425.54               0                1          17.6376
        109.691         39.4531               0               0               0                1          61.9742
        140.744         43.6936               0               0               0                1          7.68239
        122.043         29.2004               0               0               0                1          18.3199
         99.391         40.1614               0               0               0                1          17.7217
        71.4283         45.9443               0               0               0                1          17.7732
        663.517         9.29541         215.395         436.025               0                1          12.9469
        105.758         77.8231               0               0               0                1          37.3522
        732.818         9.34105               0               0               0                1          15.3854
        280.268         15.2604               0               0               0                1          18.2003
        86.1889         78.3741               0               0               0                1          22.8323
        1077.28         9.79559               0               0               0                1          15.4325
        379.877         15.5464               0               0               0                1          15.6195
        718.024          9.3182               0               0               0                1          24.2069
        141.918         19.7026         115.197               0               0                1          21.0357
        338.491         10.3003               0               0               0                1          8.82151
        240.488         21.4242               0               0               0                1          15.6982
        142.225         21.6417               0               0               0                1          9.31181
        252.955         15.1804               0               0               0                1          24.1395
        171.628         21.8984               0               0               0                1          26.6731
        626.394         11.0374               0               0               0                1          27.4462
        180.697          34.794               0               0               0                1          7.40023
        843.929         8.07411               0               0               0                1          11.3192
         217.08         106.348          29.843               0               0                1          20.6227
        405.594         12.9861         374.868               0               0                1          10.2656
        71.8401          62.079               0               0               0                1           25.385
        145.148         140.322               0               0               0                1          22.3693
        271.361         23.5308         242.192               0               0                1          25.7939
        191.167         16.8319           154.3               0               0                1          13.9603
        75.1727         53.2087               0               0               0                1          21.8514
        205.685         24.4749               0               0               0                1          8.88646
        869.221         6.73378               0               0               0                1          17.4905
        194.057         27.5932               0               0               0                1          16.8865
        114.516         110.364               0               0               0                1          16.7371
        127.836         52.9771               0               0               0                1          22.8647
        225.424         16.2661               0               0               0                1          22.4278
        769.363         10.2206               0               0               0                1          17.5545
        134.959         61.0105               0               0               0                1          24.5453
        574.698         12.0941               0               0               0                1          3.39675
        2570.39         9.02672               0               0               0                1          22.1754
        77.6076         57.3402               0               0               0                1          32.0079
        224.979         17.5747               0               0               0                1          20.4547
        278.341         22.8423               0               0               0                1          16.9067
        74.6869         21.2909               0               0               0                1           7.9202
         4169.5               0               0         39.6492               0                0           66.863
        459.867         9.76707         447.064               0               0                1          13.5899
        153.232         120.373               0               0               0                1           15.453
        83.5898         63.7941               0               0               0                1          55.6367
          185.3         14.1677               0               0               0                1          16.7672
         167.66         39.7908               0               0               0                1          20.8148
        108.042         95.6648               0               0               0                1          3.80995
        2206.83         5.02532               0               0               0                1          20.8162
        307.565         61.7734               0               0               0                1          18.7652
        73.1425         44.7174               0               0               0                1          16.4375
        1119.26         15.9824               0               0               0                1          16.4422
         322.48         18.9659               0               0               0                1          5.42153
        300.811         13.8446               0               0               0                1          19.4203
        140.959         115.776               0               0               0                1          37.0378
        238.339         15.5962               0               0               0                1           12.217
        150.429         67.2961               0               0               0                1          7.72088
        61.0029         44.0317               0               0               0                1          6.95274
        301.844         21.1499               0               0               0                1          13.3776
        104.545         59.6486               0               0               0                1          10.2464
         195.87         64.3101               0               0               0                1          14.2821
        852.193         126.004               0               0               0                1          35.5754
        60.6679         52.0612               0               0               0                1          18.9833
        80.4111           59.36               0               0               0                1          31.1869
         273.76         15.3292         92.1357               0               0                1          23.6996
        156.322         27.6216               0               0               0                1          19.5782
